,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
1094,GZT,36.9481,37.4783,Gaziantep Airport,Oğuzeli,Gaziantep,Turkey,12517892,Europe/Istanbul,0,Airports,BLANK,BLANK,9186.0,2313.0,BLANK,7,3
1095,HAA,70.4849,22.1126,Hasvik Airport,Hasvik,Finnmark Fylke,Norway,12523933,Europe/Oslo,0,Airports,BLANK,BLANK,2362.0,25.0,BLANK,2,1
1096,HAC,33.1153,139.784,Hachijojima Airport,Hachijo-machi,Tokyo Prefecture,Japan,12513954,Asia/Tokyo,0,Airports,BLANK,BLANK,5910.0,303.0,BLANK,2,1
1097,HAD,56.6819,12.8164,Halmstad Airport,Hamstad,Halland,Sweden,12517635,Europe/Stockholm,+46 (0) 035-18 26 00,Airports,BLANK,http://www.halmstadsflygplats.se/,7546.0,101.0,KHAD,5,4
1098,HAE,36.2306,-112.669,Havasupai,Havasupai,Arizona,United States,12794857,America/Phoenix,0,Airports,BLANK,BLANK,,,KHAE,1,1
1099,HAH,-11.5319,43.2611,Moroni Hahaia Airport,Hahaia,Grande Comore,Comoros,12512357,Indian/Comoro,0,Airports,BLANK,BLANK,9514.0,89.0,FMCH,9,6
1100,HAJ,52.4586,9.69459,Hannover International Airport,Langenhagen,Lower Saxony,Germany,22235735,Europe/Berlin,0,Airports,BLANK,BLANK,8858.0,183.0,EDDV,86,46
1101,HAK,20.0204,110.348,Haikou Airport,Haikou,Hainan,China,12512065,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,31,17
1102,HAM,53.6321,10.0042,Hamburg Airport,Hamburg,Hamburg,Germany,22211603,Europe/Berlin,+49 (0)40/5075-0,Airports,BLANK,http://www.hamburg-airport.de,12024.0,53.0,EDDH,112,75
1103,HAN,21.2263,105.815,Noi Bai Airport,Hanoi,Ha Noi,Vietnam,12522936,Asia/Ho_Chi_Minh,0,Airports,BLANK,BLANK,6562.0,26.0,VVNB,35,30
1104,HAQ,6.75785,73.1472,Hanimadu,Hanimaadhoo,Haa Dhaalu,Maldives,12468497,Indian/Maldives,0,Airports,BLANK,BLANK,,,VRMH,1,1
1105,HAS,27.4433,41.6872,Hail Airport,Ha'il,Hail,Saudi Arabia,12517339,Asia/Riyadh,0,Airports,BLANK,BLANK,10827.0,3331.0,BLANK,5,1
1106,HAU,59.3436,5.21246,Haugesund Karmoy Airport,Avaldsnes,Rogaland Fylke,Norway,12515110,Europe/Oslo,0,Airports,BLANK,BLANK,6957.0,77.0,ENHD,7,4
1107,HAV,22.9894,-82.4075,Jose Marti International Airport,Wajay,Ciudad de la Habana,Cuba,12512466,America/Havana,0,Airports,BLANK,BLANK,13123.0,210.0,MUHA,40,26
1108,HBA,-42.8375,147.506,Hobart International Airport,Hobart,Tasmania,Australia,12510690,Australia/Hobart,0,Airports,BLANK,BLANK,7386.0,13.0,YMHB,4,8
1109,HBE,30.9183,29.6914,Borg El Arab International Airport,Alexandria,Al Iskandariyah,Egypt,12512663,Africa/Cairo,0,Airports,BLANK,BLANK,,,BLANK,5,6
1110,HBT,23.9176,45.0811,Saudi Arabia,Hafr Albatin,BLANK,Saudi Arabia,23424938,Asia/Riyadh,0,Airports,BLANK,BLANK,7054.0,1175.0,BLANK,1,1
1111,HBX,15.364,75.1131,India,Hubli,Karnataka,India,23424848,Asia/Kolkata,0,Airports,BLANK,BLANK,,,BLANK,2,1
1112,HCN,22.0403,120.735,Hengchun Airport,Hengchun,Taiwan Province,Taiwan,28760738,Asia/Taipei,0,Other Airport,BLANK,BLANK,,,BLANK,1,1
1113,HCR,62.2016,-159.77,Alaska,Holy Cross,Alaska,United States,2347560,America/Nome,0,Airports,BLANK,BLANK,3000.0,85.0,BLANK,2,3
1114,HDB,49.4167,8.71667,Heidelberg Airport,Heidelberg,Baden-Wurttemberg,Germany,12523860,Europe/Berlin,0,Airports,BLANK,BLANK,,,EDIU,2,1
1115,HDD,25.3142,68.3656,Hyderabad Airport,Hyderabad,Sindh,Pakistan,12515237,Asia/Karachi,03012750377,Other Airport,BLANK,BLANK,7054.0,130.0,BLANK,2,1
1116,HDF,53.8788,14.1383,Heringsdorf,Heringsdorf,Mecklenburg-Vorpommern,Germany,12832291,Europe/Berlin,0,Airports,BLANK,BLANK,,,BLANK,6,2
1117,HDM,34.8692,48.5522,Hamadan Airport,Hamadan,Hamadan,Iran,12513727,Asia/Tehran,0,Airports,BLANK,BLANK,7643.0,5730.0,BLANK,1,1
1118,HDN,40.485,-107.219,Yampa Valley Airport,Hayden,Colorado,United States,12522528,America/Denver,0,Airports,BLANK,BLANK,6999.0,6597.0,KHDN,9,8
1119,HDS,-24.3578,31.0444,Hoedspruit Afs Airport,Phalaborwa,Limpopo,South Africa,12517422,Africa/Johannesburg,0,Airports,BLANK,BLANK,,,BLANK,1,1
1120,HDY,6.9294,100.399,Hat Yai International Airport,Hat Yai,Songkhla,Thailand,12517752,Asia/Bangkok,0,Airports,BLANK,BLANK,10006.0,91.0,VTSS,2,5
1121,HEA,34.2069,62.2267,Herat Airport,Herat,Herat,Afghanistan,12510304,Asia/Kabul,0,Airports,BLANK,BLANK,8525.0,3206.0,BLANK,2,3
1122,HEH,20.7439,96.7944,Heho Airport,Heho,Shan State,Myanmar,12510914,Asia/Rangoon,0,Airports,BLANK,BLANK,5700.0,3858.0,BLANK,7,3
1123,HEI,54.153,8.89555,Heide-Busum Airport,Heide-Buesum,Schleswig-Holstein,Germany,22656458,Europe/Berlin,0,Airports,BLANK,BLANK,2362.0,7.0,KHEI,1,1
1124,HEK,50.25,127.3,Heihe Airport,Heihe,Heilongjiang,China,12523304,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,1,1
1125,HEL,60.3243,24.9688,Helsinki Vantaa Airport,Vantaa,Southern Finland,Finland,12512766,Europe/Helsinki,+358 200 14636,Airports,BLANK,http://www.helsinki-vantaa.fi/,11286.0,179.0,EFHK,104,53
1126,HER,35.3397,25.1836,Iraklion Airport,Iraklio,Kriti,Greece,12513291,Europe/Athens,0,Airports,BLANK,BLANK,8793.0,115.0,LGIR,50,28
1127,HET,40.8543,111.821,Huhehaote Airport,Hohhot,Nei Mongol,China,12512080,Asia/Shanghai,0,Airports,BLANK,BLANK,,,ZBHH,29,14
1128,HFA,32.8111,35.0417,U Michaeli Airport,Hefa,H'efa,Israel,12513795,Asia/Jerusalem,0,Airports,BLANK,BLANK,4183.0,28.0,BLANK,1,1
1129,HFE,31.7712,117.301,Hefei-Luogang Airport,Hefei,Anhui,China,12512070,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,26,10
1130,HFS,60.026,13.5817,Hagfors Airport,Hagfors,BLANK,Sweden,12517632,Europe/Stockholm,0,Airports,BLANK,BLANK,4954.0,472.0,BLANK,2,1
1131,HFT,70.6808,23.676,Hammerfest Airport,Hammerfest,Finnmark Fylke,Norway,12523934,Europe/Oslo,0,Airports,BLANK,BLANK,2625.0,266.0,ENHF,7,1
1132,HGA,9.5186,44.0903,Hargeisa Airport,Hargeysa,Woqooyi Galbeed,Somalia,12517530,Africa/Mogadishu,0,Airports,BLANK,BLANK,7480.0,4423.0,BLANK,4,3
1133,HGD,-20.8127,144.225,Hughenden Aerodrome,Hughenden,Queensland,Australia,12510695,Australia/Brisbane,0,Airports,BLANK,BLANK,5400.0,1043.0,BLANK,2,1
1134,HGH,30.3332,120.234,Jianoiao Airport,Hangzhou,Zhejiang,China,12512090,Asia/Shanghai,0,Airports,BLANK,BLANK,,,ZSHC,46,28
1135,HGL,51.0908,10.4542,Germany,Helgoland,,Germany,23424829,Europe/Berlin,0,Airports,BLANK,BLANK,1312.0,8.0,BLANK,3,1
1136,HGN,19.2989,97.9764,Mae Hongson Airport,Mae Hong Son,Mae Hong Son,Thailand,12517764,Asia/Bangkok,0,Airports,BLANK,BLANK,5433.0,761.0,BLANK,1,2
1137,HGU,-5.8272,144.295,Mount Hagen Airport,Mount Hagen,Western Highlands,Papua New Guinea,12515475,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,6180.0,5388.0,BLANK,8,2
1138,HHH,32.2267,-80.6989,Hilton Head Airport,Hilton Head Island,South Carolina,United States,12520191,America/New_York,0,Airports,BLANK,BLANK,3700.0,20.0,BLANK,2,3
1139,HHN,49.9454,7.26851,Frankfurt-Hahn Airport,Dickenschied,Rheinland-Pfalz,Germany,22991139,Europe/Berlin,+49 6543 5090,Airports,BLANK,http://www.hahn-airport.de,3300.0,1649.0,EDFH,63,11
1140,HHQ,12.6281,99.95,Hua Hin Airport,Hua Hin,Kalasin,Thailand,12517753,Asia/Bangkok,0,Airports,BLANK,BLANK,3937.0,10.0,BLANK,1,1
1141,HHZ,-18.0363,-142.616,French Polynesia,Hikueru,Tuamotu-Gambier,French Polynesia,23424817,Pacific/Midway,0,Airports,BLANK,BLANK,2625.0,7.0,BLANK,1,1
1142,HIB,47.3934,-92.8418,Chisholm Hibbing Airport,Hibbing,Minnesota,United States,12519189,America/Chicago,0,Airports,BLANK,BLANK,6750.0,1352.0,KHIB,2,3
1143,HID,-10.5858,142.293,Horn Island,Horn Island,Queensland,Australia,12708481,Australia/Brisbane,0,Airports,BLANK,BLANK,4550.0,44.0,BLANK,7,2
1144,HIJ,34.4368,132.922,Hiroshima Airport,Mihara-shi,Hiroshima Prefecture,Japan,28360532,Asia/Tokyo,0,Airports,BLANK,BLANK,5906.0,15.0,BLANK,12,12
1145,HIL,19.7192,-155.082,BLANK,Shillavo,BLANK,Ethiopia,23424808,Africa/Addis_Ababa,0,Airports,BLANK,BLANK,,,BLANK,1,1
1146,HIN,35.085,128.072,Sacheon Airport,Sacheon-Si,Gyeongsangnam-Do,South Korea,12514226,Asia/Seoul,0,Airports,BLANK,BLANK,9000.0,25.0,BLANK,2,2
1147,HIR,-9.4211,160.053,Henderson Airport,Honiara,Guadalcanal,Solomon Islands,12511006,Pacific/Guadalcanal,0,Airports,BLANK,BLANK,6702.0,32.0,BLANK,23,7
1148,HIS,-20.0543,148.884,Hayman Island Airport,Hayman Island,Queensland,Australia,12510688,Australia/Brisbane,0,Airports,BLANK,BLANK,,,BLANK,1,2
1149,HJJ,34.668,104.166,Zhi Jiang,Zhi Jiang,Hunan,China,23424781,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,1,1
1150,HJR,24.8496,79.9367,Khajuraho Airport,Khajuraho,Madhya Pradesh,India,12513622,Asia/Kolkata,0,Airports,BLANK,BLANK,6000.0,713.0,BLANK,1,3
1151,HKB,63.8667,-148.967,Healy Lake Airport,Healy Lake,Alaska,United States,12799776,America/Anchorage,0,Airports,BLANK,BLANK,2640.0,1294.0,BLANK,1,1
1152,HKD,41.7706,140.824,Hakodate Airport,Hakodate-shi,Hokkaido Prefecture,Japan,12523120,Asia/Tokyo,0,Airports,BLANK,BLANK,8200.0,138.0,RJCH,6,6
1153,HKG,22.3124,113.929,Hong Kong International Airport,Hong Kong,Hong Kong Island,Hong Kong,24875607,Asia/Hong_Kong,+852 2188 7111,Airports,BLANK,http://www.hongkongairport.com/,12467.0,19.0,VHHH,131,87
1154,HKK,-42.7141,170.989,Hokitika Airport,Hokitika,West Coast,New Zealand,12523121,Pacific/Auckland,0,Airports,BLANK,BLANK,4311.0,146.0,NZHK,1,1
1155,HKN,-5.4628,150.404,Hoskins Airport,Kimbe,West New Britain,Papua New Guinea,12515468,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,5200.0,66.0,BLANK,3,1
1156,HKT,8.1106,98.3125,Phuket International Airport,Thalang,Phuket,Thailand,12517777,Asia/Bangkok,076 327230-7,Airports,BLANK,http://www.airportthai.co.th/airportnew/phuket/html/index.html,8200.0,69.0,VTSP,19,38
1157,HLA,-25.9353,27.925,Lanseria Airport,Johannesburg,Gauteng,South Africa,12517436,Africa/Johannesburg,0,Other Airport,BLANK,http://www.lanseria.co.za,10000.0,4517.0,BLANK,3,1
1158,HLD,49.2,119.7,Hailar,Hailar,Nei Mongol,China,2149763,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,4,3
1159,HLH,46.0935,122.021,Ulanhot Airport,Ulan Hot,Nei Mongol,China,12512222,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,2,3
1160,HLN,46.6104,-111.99,Helena Regional Airport,Helena,Montana,United States,12520154,America/Denver,0,Airports,BLANK,BLANK,9000.0,3873.0,KHLN,6,8
1161,HLY,53.3167,-4.63333,Holyhead Airport,Holyhead,Wales,United Kingdom,12523988,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
1162,HLZ,-37.8632,175.328,Hamilton Airport,Hamilton,Waikato,New Zealand,12515155,Pacific/Auckland,0,Airports,BLANK,BLANK,5600.0,172.0,NZHN,9,2
1163,HMA,61.0286,69.0919,Khanty-Nansiysk,Khanty-Mansiysk,Khanty-Mansiyskiy Avtonomnyy Okr,Russian Federation,2121314,Asia/Yekaterinburg,0,Other Airport,BLANK,BLANK,,,BLANK,17,3
1164,HME,31.6739,6.1428,Oued Irara Airport,Ouargla,Ouargla,Algeria,12510340,Africa/Algiers,0,Airports,BLANK,BLANK,8530.0,463.0,BLANK,8,3
1165,HMO,29.0967,-111.047,Gen Ignacio P Garcia International Airport,Hermosillo,Sonora,Mexico,12514876,America/Hermosillo,0,Airports,BLANK,BLANK,7546.0,630.0,MMHO,18,12
1166,HMV,62.1984,17.5514,Sweden,Hemavan,,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,3,3
1167,HNA,39.4315,141.135,Hanamaki Airport,Hanamaki-shi,Iwate Prefecture,Japan,12513956,Asia/Tokyo,0,Airports,BLANK,BLANK,6560.0,297.0,BLANK,4,2
1168,HND,35.5533,139.771,Tokyo International Airport,Tokyo,Tokyo Prefecture,Japan,23388311,Asia/Tokyo,0,Airports,BLANK,http://www.tokyo-airport-bldg.co.jp/,,,KHND,55,19
1169,HNH,58.0966,-135.41,Hoonah Airport,Hoonah,Alaska,United States,29388566,America/Anchorage,0,Airports,BLANK,BLANK,3100.0,30.0,PAOH,1,1
1170,HNL,21.3358,-157.919,Honolulu International Airport,Honolulu,Hawaii,United States,12520216,Pacific/Honolulu,0,Airports,BLANK,BLANK,12360.0,13.0,PHNL,43,36
1171,HNM,20.7944,-156.015,Hana Airport,Hana,Hawaii,United States,12520072,Pacific/Honolulu,0,Airports,BLANK,BLANK,3605.0,77.0,PHHN,2,1
1172,HNS,59.2439,-135.524,Haines Airport,Haines,Alaska,United States,29388567,America/Anchorage,0,Airports,BLANK,BLANK,4602.0,16.0,PAHN,2,1
1173,HOB,32.6929,-103.215,Lea County Regional Airport,Hobbs,New Mexico,United States,12520599,America/Denver,0,Airports,BLANK,BLANK,7398.0,3659.0,KHOB,1,1
1174,HOD,14.755,42.9858,Hodeidah Airport,Al Hudaydah,Al Hudaydah,Yemen,12523003,Asia/Aden,0,Airports,BLANK,BLANK,9842.0,49.0,BLANK,3,3
1175,HOE,20.5,103.75,Houeisay,Houeisay,Houaphan,Lao People's Democratic Republic,1140444,Asia/Vientiane,0,Airports,BLANK,BLANK,,,KHOE,2,1
1176,HOF,23.9176,45.0811,Saudi Arabia,Alahsa,BLANK,Saudi Arabia,23424938,Asia/Riyadh,0,Airports,BLANK,BLANK,6350.0,517.0,BLANK,1,1
1177,HOG,20.7853,-76.315,Holguin Airport,San Pedro de Cacocum,Holguin,Cuba,12512464,America/Havana,0,Airports,BLANK,BLANK,10414.0,348.0,MUHG,8,6
1178,HOH,47.3833,9.7,Hohenems Airport,Hohenems,Vorarlberg,Austria,12523771,Europe/Vienna,0,Airports,BLANK,BLANK,2066.0,1352.0,BLANK,3,2
1179,HOI,-18.0753,-140.946,Hao Airport,Papeete,Tuamotu-Gambier,French Polynesia,12512822,Pacific/Gambier,0,Airports,BLANK,BLANK,11089.0,10.0,BLANK,5,1
1180,HOM,59.6408,-151.499,Homer Airport,Homer,Alaska,United States,12520209,America/Anchorage,0,Airports,BLANK,BLANK,7401.0,78.0,PAHO,4,6
1181,HON,44.3833,-98.2333,Howes,Huron,South Dakota,United States,12782876,America/Chicago,605-353-8516,Airports,BLANK,http://Huron Regional Airport,7200.0,1288.0,KHON,1,3
1182,HOQ,50.2893,11.866,Hof-Plauen Airport,Hof,Bavaria,Germany,22221018,Europe/Berlin,0,Airports,BLANK,BLANK,2690.0,1926.0,EDQM,1,1
1183,HOR,38.52,-28.7172,Horta Airport,Horta,Azores,Portugal,12515445,Atlantic/Azores,0,Airports,BLANK,BLANK,4921.0,115.0,BLANK,5,3
1184,HOU,29.6572,-95.2795,William P Hobby Airport,Houston,Texas,United States,12522451,America/Chicago,0,Airports,BLANK,BLANK,7602.0,47.0,KHOU,33,12
1185,HOV,62.1804,6.07624,Hovden Airport,Hovdebygda,More og Romsdal,Norway,12523936,Europe/Oslo,0,Airports,BLANK,BLANK,2625.0,243.0,ENOV,4,1
1186,HPA,-19.8,-174.35,Salote Pilolevu Airport,Pangai,Ha'apai,Tonga,12523124,Pacific/Tongatapu,0,Airports,BLANK,BLANK,,,BLANK,2,2
1187,HPB,61.5262,-166.142,Hooper Bay Airport,Hooper Bay,Alaska,United States,12520222,America/Anchorage,0,Airports,BLANK,BLANK,3616.0,18.0,PAHP,3,3
1188,HPH,20.8192,106.726,Hai Phong Cat Bi Airport,Häi Phòng,Hai Phong,Vietnam,12522913,Asia/Ho_Chi_Minh,0,Airports,BLANK,BLANK,,,BLANK,1,2
1189,HPN,41.0693,-73.7042,Westchester County Airport,Purchase,New York,United States,12522396,America/New_York,0,Airports,BLANK,BLANK,6548.0,439.0,KHPN,16,13
1190,HRB,45.6281,126.252,Harbin Yangjiagang Airport,Harbin,Heilongjiang,China,12512069,Asia/Shanghai,0,Airports,BLANK,BLANK,,,ZYHB,32,24
1191,HRE,-17.9228,31.1014,Harare International Airport,Harare,Harare,Zimbabwe,12523026,Africa/Harare,0,Airports,BLANK,BLANK,15500.0,4901.0,FVHA,16,13
1192,HRG,27.1858,33.7981,Hurghada Airport,Bor Safajah,Al Bahr al Ahmar,Egypt,12512692,Africa/Cairo,+20 (0)65 442831,Airports,BLANK,BLANK,9843.0,52.0,HEGN,33,15
1193,HRK,49.9245,36.2946,Kharkov Airport,Kharkiv,Kharkivs´ka Oblast´,Ukraine,12518282,Europe/Kiev,0,Airports,BLANK,BLANK,,499.0,UKHH,7,10
1194,HRL,26.2216,-97.663,Grande Valley International Airport,Harlingen,Texas,United States,12519957,America/Chicago,0,Airports,BLANK,BLANK,8300.0,36.0,KHRL,9,10
1195,HRT,54.0486,-1.25333,Linton-On-Ouse,Harrogate,England,United Kingdom,26353284,Europe/London,0,Airports,BLANK,BLANK,6014.0,53.0,KHRT,1,1
1196,HSG,33.1508,130.302,Saga Airport,Saga,Tokyo Prefecture,Japan,28360533,Asia/Tokyo,0,Airports,BLANK,BLANK,6561.0,7.0,BLANK,3,1
1197,HSL,65.7024,-156.387,Alaska,Huslia,Alaska,United States,2347560,America/Nome,0,Airports,BLANK,BLANK,3000.0,180.0,BLANK,5,4
1198,HSN,29.935,122.359,Zhoushan Airport,Shenjiamen Town,Zhejiang,China,2130999,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,5,6
1199,HSV,34.6492,-86.7767,Huntsville International Airport,Huntsville,Alabama,United States,12519069,America/Chicago,0,Airports,BLANK,BLANK,5000.0,363.0,KHSV,17,24
1200,HTA,52.1138,113.498,Chita Airport,Chita,Chitinskaya Oblast,Russia,12515913,Asia/Yakutsk,0,Airports,BLANK,BLANK,9186.0,2274.0,BLANK,6,6
1201,HTG,71.9751,102.493,Hatanga Airport,Dudinka,Krasnoyarskiy Kray,Russia,12516026,Asia/Krasnoyarsk,0,Airports,BLANK,BLANK,,,BLANK,1,1
1202,HTI,-20.3563,148.95,Hamilton Island Airport,Hamilton Island,Queensland,Australia,12510686,Australia/Brisbane,0,Airports,BLANK,BLANK,5984.0,15.0,YBHM,5,3
1203,HTN,40.5,78.5,Hotan,Hotan,新疆维吾尔自治区,China,12714209,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,1,2
1204,HTS,38.37,-82.5542,Tri State Walker Long Field Airport,Huntington,West Virginia,United States,12522198,America/New_York,0,Airports,BLANK,BLANK,6509.0,828.0,KHTS,5,4
1205,HUH,-16.6867,-151.019,Huahine Airport,Papeete,Leeward Islands,French Polynesia,12512823,Pacific/Tahiti,0,Airports,BLANK,BLANK,4921.0,7.0,BLANK,4,1
1206,HUI,16.3988,107.7,Hue-Phu Bai Airport,Hue,Thura Thien-Hue,Vietnam,12522918,Asia/Ho_Chi_Minh,0,Airports,BLANK,BLANK,6562.0,49.0,BLANK,2,1
1207,HUN,24.0257,121.613,Hwmlien Airport,Hualien City,Taiwan Province,Taiwan,12517939,Asia/Taipei,0,Airports,BLANK,BLANK,9098.0,48.0,RCYU,2,2
1208,HUQ,29.1117,15.9661,Hon Airport,Houn,Al Jufrah,Libya,12514655,Africa/Tripoli,0,Airports,BLANK,BLANK,5890.0,837.0,BLANK,1,1
1209,HUS,66.0443,-154.258,Hughes,Hughes,Alaska,United States,2425379,America/Anchorage,0,Airports,BLANK,BLANK,4000.0,289.0,BLANK,3,3
1210,HUV,61.7683,17.0855,Hudiksvall Airport,Hudiksvall,Gavleborg,Sweden,23322175,Europe/Stockholm,0,Airports,BLANK,BLANK,3445.0,91.0,BLANK,3,1
1211,HUX,15.7739,-96.2625,Bahias de Huatulco International Airport,Santo Domingo de Morelos,Oaxaca,Mexico,12514830,America/Mexico_City,0,Airports,BLANK,BLANK,,,BLANK,4,5
1212,HUY,53.5833,-0.34925,Humberside International Airport,Ulceby,England,United Kingdom,22492354,Europe/London,0,Airports,BLANK,BLANK,5098.0,102.0,BLANK,4,9
1213,HUZ,23.0957,114.398,Huizhou,Huizhou,Guangdong,China,23424781,Asia/Chongqing,0,Airports,BLANK,BLANK,,,BLANK,0,0
1214,HVA,-14.6289,47.7667,Analalava Airport,Analalava,Mahajanga,Madagascar,12514687,Indian/Antananarivo,0,Airports,BLANK,BLANK,3937.0,312.0,BLANK,1,1
1215,HVB,-25.2839,152.836,Hervey Bay Airport,Hervey Bay,Queensland,Australia,12523127,Australia/Brisbane,0,Airports,BLANK,BLANK,4855.0,60.0,BLANK,2,4
1216,HVD,48.0167,91.6333,Mongolia,Khovd,Hovd,Mongolia,23424887,Asia/Ulaanbaatar,0,Airports,BLANK,BLANK,,,BLANK,1,1
1217,HVG,71.0099,25.9767,Valan Airport,Honningsvåg,Finnmark Fylke,Norway,12523938,Europe/Oslo,0,Airports,BLANK,BLANK,2625.0,46.0,ENHV,4,1
1218,HVN,41.2709,-72.89,Tweed New Haven Airport,East Haven,Connecticut,United States,12522229,America/New_York,0,Airports,BLANK,BLANK,5600.0,13.0,KHVN,1,1
1219,HVR,48.5461,-109.773,Havre City-County Airport,Havre,Montana,United States,12520127,America/Denver,0,Airports,BLANK,BLANK,5205.0,2588.0,KHVR,1,1
1220,HYA,41.6667,-70.2863,Barnstable Boardman Polando Airport,Hyannis,Massachusetts,United States,12518745,America/New_York,0,Airports,BLANK,BLANK,5564.0,52.0,KHYA,4,3
1221,HYD,17.4522,78.4629,Begumpet Airport,Hyderabad,Andhra Pradesh,India,12513597,Asia/Kolkata,0,Airports,BLANK,BLANK,9082.0,1741.0,VOHY,34,28
1222,HYG,55.205,-132.822,Alaska,Hydaburg,Alaska,United States,2347560,America/Juneau,0,Airports,BLANK,BLANK,,1.0,BLANK,1,1
1223,HYL,55.4833,-132.65,SPB,Hollis,Alaska,United States,12799854,America/Anchorage,0,Airports,BLANK,BLANK,,1.0,BLANK,2,1
1224,HYN,60.8929,15.9744,BLANK,Huangyan,Zhejiang,China,2132584,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,4,3
1225,HYS,38.8546,-99.2737,Hays Municipal Airport,Hays,Kansas,United States,12520139,America/Chicago,0,Airports,BLANK,BLANK,5700.0,1998.0,KHYS,2,3
1226,HZG,33.0677,107.007,Hanzhong Airport,Hanzhong,Shaanxi,China,12512068,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,1,1
1227,HZH,32.7833,106.667,Liping,Liping City,陝西省,China,12713981,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,1,1
1228,IAA,67.4538,86.4912,Russia,Igarka,Krasnoyarskiy Kray,Russia,23424936,Asia/Krasnoyarsk,0,Airports,BLANK,BLANK,,,BLANK,1,1
1229,IAD,38.9556,-77.4484,Dulles International Airport,Washington,Virginia,United States,12519544,America/New_York,703-572-6001,Airports,BLANK,http://www.metwashairports.com/Dulles/,11501.0,313.0,KIAD,150,63
1230,IAG,43.1,-78.9423,Niagara Falls International Airport,Niagara Falls,New York,United States,12521138,America/New_York,0,Other Airport,BLANK,BLANK,9125.0,590.0,KIAG,4,1
1231,IAH,29.9784,-95.3424,George Bush Intercontinental Airport,Houston,Texas,United States,12520245,America/Chicago,0,Airports,BLANK,BLANK,12001.0,98.0,KIAH,210,54
1232,IAM,28.0511,9.6381,In Amenas Airport,Illizi,Illizi,Algeria,12510332,Africa/Algiers,0,Airports,aeroport-iam@egsa-alger.com,http://www.egsa-alger.com/index.php?id=89,9843.0,1847.0,BLANK,8,2
1233,IAN,66.9699,-160.429,Kiana,Kiana,Alaska,United States,2432151,America/Anchorage,0,Airports,BLANK,BLANK,3400.0,150.0,PAIK,2,3
1234,IAS,47.1814,27.617,Iasi North Airport,Ilasi,Iasi,Romania,12515544,Europe/Bucharest,0232 278 510,Airports,BLANK,BLANK,5906.0,394.0,LRIA,3,3
1235,IBA,7.3608,3.9781,Ibadan Airport,Ibadan,Oyo,Nigeria,12515065,Africa/Lagos,0,Airports,BLANK,BLANK,4537.0,769.0,BLANK,1,1
1236,IBE,4.425,-75.1394,Perales Airport,Ibague,Tolima,Colombia,12512402,America/Bogota,0,Airports,BLANK,BLANK,4987.0,3044.0,BLANK,2,2
1237,IBZ,38.8755,1.36851,Ibiza Airport,San José,Balearic Islands,Spain,12517548,Europe/Madrid,0,Airports,BLANK,BLANK,9186.0,23.0,LEIB,57,30
1238,ICI,-17.7518,-179.307,Cicia Airport,Cicia,Eastern,Fiji,12512810,Pacific/Fiji,0,Airports,BLANK,BLANK,2500.0,13.0,BLANK,1,1
1239,ICN,37.4534,126.657,New Incheon International Airport,Incheon,Incheon,South Korea,24554859,Asia/Seoul,0,Airports,BLANK,http://www.airport.or.kr/eng/airport/,12300.0,6.0,RKSI,139,76
1240,ICT,37.6531,-97.43,Wichita Mid-Continent Airport,Wichita,Kansas,United States,12522432,America/Chicago,0,Airports,BLANK,BLANK,7302.0,1332.0,KICT,14,22
1241,IDA,43.5147,-112.068,Fanning Field Airport,Idaho Falls,Idaho,United States,12519708,America/Denver,0,Airports,BLANK,BLANK,9001.0,4741.0,KIDA,6,8
1242,IDR,22.7197,75.807,Devi Ahilyabai Holkar International Airport,Indore,Madhya Pradesh,India,12513600,Asia/Kolkata,0,Airports,BLANK,BLANK,7480.0,1850.0,VAID,9,4
1243,IEG,52.1282,15.7975,Babimost Airport,Babimost,Lubusz,Poland,12515279,Europe/Warsaw,0,Airports,BLANK,BLANK,,,EPZG,1,1
1244,IEV,50.4069,30.4456,Zhulyany Airport,Kiev,Kyyivs´ka Oblast´,Ukraine,12518501,Europe/Kiev,0,Airports,BLANK,BLANK,5905.0,574.0,UKKK,4,3
1245,IFJ,66.0548,-23.1301,Isafjordur Airport,Isafjordur,Isafjordur,Iceland,12513444,Atlantic/Reykjavik,0,Airports,BLANK,BLANK,4593.0,10.0,BLANK,1,1
